Power,Fuel,Cost,Efficiency,Lifetime,Power Code 
[816379.69584623],[0.],[1.00965651e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 0, 1, 1)"
[816379.69584623],[0.],[9.46810343e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 0, 1, 2)"
[816379.69584623],[0.],[3.68824108e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 1, 0, 0)"
[816379.69584623],[0.],[4.48524562e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 1, 0, 1)"
[816379.69584623],[0.],[5.46391644e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 1, 0, 2)"
[816379.69584623],[0.],[3.45999186e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 1, 1, 0)"
[816379.69584623],[0.],[4.25738123e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 1, 1, 1)"
[816379.69584623],[0.],[5.23606297e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 1, 1, 2)"
[816379.69584623],[0.],[4.73984658e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 2, 0, 0)"
[816379.69584623],[0.],[3.55815993e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 2, 0, 1)"
[816379.69584623],[0.],[2.99749317e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 2, 0, 2)"
[816379.69584623],[0.],[4.27607187e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 2, 1, 0)"
[816379.69584623],[0.],[3.22167261e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 2, 1, 1)"
[816379.69584623],[0.],[2.72743994e+10],[816379.69584623],[10.],"(4, 1, 0, 0, 2, 1, 2)"
[816379.69584623],[0.],[2.89291437e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 3, 0, 0)"
[816379.69584623],[0.],[3.48197998e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 3, 0, 1)"
[816379.69584623],[0.],[4.37690397e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 3, 0, 2)"
[816379.69584623],[0.],[2.74489663e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 3, 1, 0)"
[816379.69584623],[0.],[3.35532359e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 3, 1, 1)"
[816379.69584623],[0.],[4.25870674e+09],[816379.69584623],[10.],"(4, 1, 0, 0, 3, 1, 2)"
[816489.69584623],[0.],[1.36853576e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 0, 0, 0)"
[816489.69584623],[0.],[1.10795686e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 0, 0, 1)"
[816489.69584623],[0.],[1.02707795e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 0, 0, 2)"
[816489.69584623],[0.],[1.24587e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 0, 1, 0)"
[816489.69584623],[0.],[1.01965651e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 0, 1, 1)"
[816489.69584623],[0.],[9.56810343e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 0, 1, 2)"
[816489.69584623],[0.],[3.78824108e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 1, 0, 0)"
[816489.69584623],[0.],[4.58524562e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 1, 0, 1)"
[816489.69584623],[0.],[5.56391644e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 1, 0, 2)"
[816489.69584623],[0.],[3.55999186e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 1, 1, 0)"
[816489.69584623],[0.],[4.35738123e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 1, 1, 1)"
[816489.69584623],[0.],[5.33606297e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 1, 1, 2)"
[816489.69584623],[0.],[4.74984658e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 2, 0, 0)"
[816489.69584623],[0.],[3.56815993e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 2, 0, 1)"
[816489.69584623],[0.],[3.00749317e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 2, 0, 2)"
[816489.69584623],[0.],[4.28607187e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 2, 1, 0)"
[816489.69584623],[0.],[3.23167261e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 2, 1, 1)"
[816489.69584623],[0.],[2.73743994e+10],[816489.69584623],[10.],"(4, 1, 0, 1, 2, 1, 2)"
[816489.69584623],[0.],[2.99291437e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 3, 0, 0)"
[816489.69584623],[0.],[3.58197998e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 3, 0, 1)"
[816489.69584623],[0.],[4.47690397e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 3, 0, 2)"
[816489.69584623],[0.],[2.84489663e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 3, 1, 0)"
[816489.69584623],[0.],[3.45532359e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 3, 1, 1)"
[816489.69584623],[0.],[4.35870674e+09],[816489.69584623],[10.],"(4, 1, 0, 1, 3, 1, 2)"
[816379.69584623],[0.],[1.01221658e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 0, 0, 0)"
[816379.69584623],[0.],[8.53835931e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 0, 0, 1)"
[816379.69584623],[0.],[8.26584064e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 0, 0, 2)"
[816379.69584623],[0.],[9.26350547e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 0, 1, 0)"
[816379.69584623],[0.],[7.92025681e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 0, 1, 1)"
[816379.69584623],[0.],[7.77396739e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 0, 1, 2)"
[816379.69584623],[0.],[3.19418423e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 1, 0, 0)"
[816379.69584623],[0.],[3.99233319e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 1, 0, 1)"
[816379.69584623],[0.],[4.97103649e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 1, 0, 2)"
[816379.69584623],[0.],[3.03440978e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 1, 1, 0)"
[816379.69584623],[0.],[3.83282812e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 1, 1, 1)"
[816379.69584623],[0.],[4.81153906e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 1, 1, 2)"
[816379.69584623],[0.],[3.37913415e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 2, 0, 0)"
[816379.69584623],[0.],[2.57597807e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 2, 0, 1)"
[816379.69584623],[0.],[2.21287472e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 2, 0, 2)"
[816379.69584623],[0.],[3.05449185e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 2, 1, 0)"
[816379.69584623],[0.],[2.34043696e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 2, 1, 1)"
[816379.69584623],[0.],[2.02383746e+10],[816379.69584623],[10.],"(4, 1, 1, 0, 2, 1, 2)"
[816379.69584623],[0.],[2.63745554e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 3, 0, 0)"
[816379.69584623],[0.],[3.29004725e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 3, 0, 1)"
[816379.69584623],[0.],[4.21012777e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 3, 0, 2)"
[816379.69584623],[0.],[2.53384312e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 3, 1, 0)"
[816379.69584623],[0.],[3.20138777e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 3, 1, 1)"
[816379.69584623],[0.],[4.1273897e+09],[816379.69584623],[10.],"(4, 1, 1, 0, 3, 1, 2)"
[816489.69584623],[0.],[1.02221658e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 0, 0, 0)"
[816489.69584623],[0.],[8.63835931e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 0, 0, 1)"
[816489.69584623],[0.],[8.36584064e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 0, 0, 2)"
[816489.69584623],[0.],[9.36350547e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 0, 1, 0)"
[816489.69584623],[0.],[8.02025681e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 0, 1, 1)"
[816489.69584623],[0.],[7.87396739e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 0, 1, 2)"
[816489.69584623],[0.],[3.29418423e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 1, 0, 0)"
[816489.69584623],[0.],[4.09233319e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 1, 0, 1)"
[816489.69584623],[0.],[5.07103649e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 1, 0, 2)"
[816489.69584623],[0.],[3.13440978e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 1, 1, 0)"
[816489.69584623],[0.],[3.93282812e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 1, 1, 1)"
[816489.69584623],[0.],[4.91153906e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 1, 1, 2)"
[816489.69584623],[0.],[3.38913415e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 2, 0, 0)"
[816489.69584623],[0.],[2.58597807e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 2, 0, 1)"
[816489.69584623],[0.],[2.22287472e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 2, 0, 2)"
[816489.69584623],[0.],[3.06449185e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 2, 1, 0)"
[816489.69584623],[0.],[2.35043696e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 2, 1, 1)"
[816489.69584623],[0.],[2.03383746e+10],[816489.69584623],[10.],"(4, 1, 1, 1, 2, 1, 2)"
[816489.69584623],[0.],[2.73745554e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 3, 0, 0)"
[816489.69584623],[0.],[3.39004725e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 3, 0, 1)"
[816489.69584623],[0.],[4.31012777e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 3, 0, 2)"
[816489.69584623],[0.],[2.63384312e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 3, 1, 0)"
[816489.69584623],[0.],[3.30138777e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 3, 1, 1)"
[816489.69584623],[0.],[4.2273897e+09],[816489.69584623],[10.],"(4, 1, 1, 1, 3, 1, 2)"
[816379.69584623],[0.],[5.50457675e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 0, 0, 0)"
[816379.69584623],[0.],[5.28341353e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 0, 0, 1)"
[816379.69584623],[0.],[5.72592216e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 0, 0, 2)"
[816379.69584623],[0.],[5.13657945e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 0, 1, 0)"
[816379.69584623],[0.],[5.01851246e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 0, 1, 1)"
[816379.69584623],[0.],[5.51511933e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 0, 1, 2)"
[816379.69584623],[0.],[2.53544178e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 1, 0, 0)"
[816379.69584623],[0.],[3.33511662e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 1, 0, 1)"
[816379.69584623],[0.],[4.31386323e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 1, 0, 2)"
[816379.69584623],[0.],[2.46696701e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 1, 1, 0)"
[816379.69584623],[0.],[3.2667573e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 1, 1, 1)"
[816379.69584623],[0.],[4.24550719e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 1, 1, 2)"
[816379.69584623],[0.],[1.56485092e+10],[816379.69584623],[10.],"(4, 1, 2, 0, 2, 0, 0)"
[816379.69584623],[0.],[1.26640227e+10],[816379.69584623],[10.],"(4, 1, 2, 0, 2, 0, 1)"
[816379.69584623],[0.],[1.16671678e+10],[816379.69584623],[10.],"(4, 1, 2, 0, 2, 0, 2)"
[816379.69584623],[0.],[1.42571851e+10],[816379.69584623],[10.],"(4, 1, 2, 0, 2, 1, 0)"
[816379.69584623],[0.],[1.16545608e+10],[816379.69584623],[10.],"(4, 1, 2, 0, 2, 1, 1)"
[816379.69584623],[0.],[1.08570081e+10],[816379.69584623],[10.],"(4, 1, 2, 0, 2, 1, 2)"
[816379.69584623],[0.],[2.29684377e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 3, 0, 0)"
[816379.69584623],[0.],[3.03413693e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 3, 0, 1)"
[816379.69584623],[0.],[3.98775949e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 3, 0, 2)"
[816379.69584623],[0.],[2.25243844e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 3, 1, 0)"
[816379.69584623],[0.],[2.99614001e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 3, 1, 1)"
[816379.69584623],[0.],[3.95230033e+09],[816379.69584623],[10.],"(4, 1, 2, 0, 3, 1, 2)"
[816489.69584623],[0.],[5.60457675e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 0, 0, 0)"
[816489.69584623],[0.],[5.38341353e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 0, 0, 1)"
[816489.69584623],[0.],[5.82592216e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 0, 0, 2)"
[816489.69584623],[0.],[5.23657945e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 0, 1, 0)"
[816489.69584623],[0.],[5.11851246e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 0, 1, 1)"
[816489.69584623],[0.],[5.61511933e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 0, 1, 2)"
[816489.69584623],[0.],[2.63544178e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 1, 0, 0)"
[816489.69584623],[0.],[3.43511662e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 1, 0, 1)"
[816489.69584623],[0.],[4.41386323e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 1, 0, 2)"
[816489.69584623],[0.],[2.56696701e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 1, 1, 0)"
[816489.69584623],[0.],[3.3667573e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 1, 1, 1)"
[816489.69584623],[0.],[4.34550719e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 1, 1, 2)"
[816489.69584623],[0.],[1.57485092e+10],[816489.69584623],[10.],"(4, 1, 2, 1, 2, 0, 0)"
[816489.69584623],[0.],[1.27640227e+10],[816489.69584623],[10.],"(4, 1, 2, 1, 2, 0, 1)"
[816489.69584623],[0.],[1.17671678e+10],[816489.69584623],[10.],"(4, 1, 2, 1, 2, 0, 2)"
[816489.69584623],[0.],[1.43571851e+10],[816489.69584623],[10.],"(4, 1, 2, 1, 2, 1, 0)"
[816489.69584623],[0.],[1.17545608e+10],[816489.69584623],[10.],"(4, 1, 2, 1, 2, 1, 1)"
[816489.69584623],[0.],[1.09570081e+10],[816489.69584623],[10.],"(4, 1, 2, 1, 2, 1, 2)"
[816489.69584623],[0.],[2.39684377e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 3, 0, 0)"
[816489.69584623],[0.],[3.13413693e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 3, 0, 1)"
[816489.69584623],[0.],[4.08775949e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 3, 0, 2)"
[816489.69584623],[0.],[2.35243844e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 3, 1, 0)"
[816489.69584623],[0.],[3.09614001e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 3, 1, 1)"
[816489.69584623],[0.],[4.05230033e+09],[816489.69584623],[10.],"(4, 1, 2, 1, 3, 1, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 0, 0, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 0, 0, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 0, 0, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 0, 1, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 0, 1, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 0, 1, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 1, 0, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 1, 0, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 1, 0, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 1, 1, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 1, 1, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 1, 1, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 2, 0, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 2, 0, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 2, 0, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 2, 1, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 2, 1, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 2, 1, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 3, 0, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 3, 0, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 3, 0, 2)"
[816379.69584623],[0.],[2.04138494e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 3, 1, 0)"
[816379.69584623],[0.],[2.8422042e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 3, 1, 1)"
[816379.69584623],[0.],[3.82098329e+09],[816379.69584623],[10.],"(4, 1, 3, 0, 3, 1, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 0, 0, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 0, 0, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 0, 0, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 0, 1, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 0, 1, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 0, 1, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 1, 0, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 1, 0, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 1, 0, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 1, 1, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 1, 1, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 1, 1, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 2, 0, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 2, 0, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 2, 0, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 2, 1, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 2, 1, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 2, 1, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 3, 0, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 3, 0, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 3, 0, 2)"
[816489.69584623],[0.],[2.14138494e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 3, 1, 0)"
[816489.69584623],[0.],[2.9422042e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 3, 1, 1)"
[816489.69584623],[0.],[3.92098329e+09],[816489.69584623],[10.],"(4, 1, 3, 1, 3, 1, 2)"
[833499.08475911],[0.],[1.38432015e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 0, 0, 0)"
[833499.08475911],[0.],[1.11659763e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 0, 0, 1)"
[833499.08475911],[0.],[1.03197021e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 0, 0, 2)"
[833499.08475911],[0.],[1.2590821e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 0, 1, 0)"
[833499.08475911],[0.],[1.02644562e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 0, 1, 1)"
[833499.08475911],[0.],[9.60229095e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 0, 1, 2)"
[833499.08475911],[0.],[3.73854352e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 1, 0, 0)"
[833499.08475911],[0.],[4.53546807e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 1, 0, 1)"
[833499.08475911],[0.],[5.51413661e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 1, 0, 2)"
[833499.08475911],[0.],[3.50550794e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 1, 1, 0)"
[833499.08475911],[0.],[4.30282538e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 1, 1, 1)"
[833499.08475911],[0.],[5.28150508e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 1, 1, 2)"
[833499.08475911],[0.],[4.83653667e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 2, 0, 0)"
[833499.08475911],[0.],[3.62839087e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 2, 0, 1)"
[833499.08475911],[0.],[3.0539145e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 2, 0, 2)"
[833499.08475911],[0.],[4.36303665e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 2, 1, 0)"
[833499.08475911],[0.],[3.28484746e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 2, 1, 1)"
[833499.08475911],[0.],[2.77819829e+10],[833499.08475911],[10.],"(5, 0, 0, 0, 2, 1, 2)"
[833499.08475911],[0.],[2.9265389e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 3, 0, 0)"
[833499.08475911],[0.],[3.51116406e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 3, 0, 1)"
[833499.08475911],[0.],[4.40432962e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 3, 0, 2)"
[833499.08475911],[0.],[2.77541725e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 3, 1, 0)"
[833499.08475911],[0.],[3.3818517e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 3, 1, 1)"
[833499.08475911],[0.],[4.28365381e+09],[833499.08475911],[10.],"(5, 0, 0, 0, 3, 1, 2)"
[833609.08475911],[0.],[1.39432015e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 0, 0, 0)"
[833609.08475911],[0.],[1.12659763e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 0, 0, 1)"
[833609.08475911],[0.],[1.04197021e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 0, 0, 2)"
[833609.08475911],[0.],[1.2690821e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 0, 1, 0)"
[833609.08475911],[0.],[1.03644562e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 0, 1, 1)"
[833609.08475911],[0.],[9.70229095e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 0, 1, 2)"
[833609.08475911],[0.],[3.83854352e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 1, 0, 0)"
[833609.08475911],[0.],[4.63546807e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 1, 0, 1)"
[833609.08475911],[0.],[5.61413661e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 1, 0, 2)"
[833609.08475911],[0.],[3.60550794e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 1, 1, 0)"
[833609.08475911],[0.],[4.40282538e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 1, 1, 1)"
[833609.08475911],[0.],[5.38150508e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 1, 1, 2)"
[833609.08475911],[0.],[4.84653667e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 2, 0, 0)"
[833609.08475911],[0.],[3.63839087e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 2, 0, 1)"
[833609.08475911],[0.],[3.0639145e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 2, 0, 2)"
[833609.08475911],[0.],[4.37303665e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 2, 1, 0)"
[833609.08475911],[0.],[3.29484746e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 2, 1, 1)"
[833609.08475911],[0.],[2.78819829e+10],[833609.08475911],[10.],"(5, 0, 0, 1, 2, 1, 2)"
[833609.08475911],[0.],[3.0265389e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 3, 0, 0)"
[833609.08475911],[0.],[3.61116406e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 3, 0, 1)"
[833609.08475911],[0.],[4.50432962e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 3, 0, 2)"
[833609.08475911],[0.],[2.87541725e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 3, 1, 0)"
[833609.08475911],[0.],[3.4818517e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 3, 1, 1)"
[833609.08475911],[0.],[4.38365381e+09],[833609.08475911],[10.],"(5, 0, 0, 1, 3, 1, 2)"
[833499.08475911],[0.],[1.03073869e+10],[833499.08475911],[10.],"(5, 0, 1, 0, 0, 0, 0)"
[833499.08475911],[0.],[8.67357508e+09],[833499.08475911],[10.],"(5, 0, 1, 0, 0, 0, 1)"
[833499.08475911],[0.],[8.37481685e+09],[833499.08475911],[10.],"(5, 0, 1, 0, 0, 0, 2)"
[833499.08475911],[0.],[9.43072057e+09],[833499.08475911],[10.],"(5, 0, 1, 0, 0, 1, 0)"
