%Time (sec) 	Torsional Angle(°) 	Torsional Epsilon 3550 Torsion (°) 	Torsional Torque 	(in·lbf) Axial Epsilon 3550 Axial (in)
1424.6484375	47.2166435185532	-0.0579474249624211	-13.6859582807807	-6.46521828199671E-06
1424.658203125	47.2158546317041	-0.057699923986533	-13.3779244289452	-5.21788288866862E-06
1424.66796875	47.2130884050907	-0.0570088742612619	-13.2245627146116	-8.37493616014456E-06
1424.677734375	47.2132215937795	-0.0552617098707688	-13.2595854091751	-2.75171129976481E-06
1424.6875	47.2146422731266	-0.0538022738691315	-13.3088149056396	-4.5991842355539E-06
1424.697265625	47.2178183110903	-0.0540343969142291	-13.3038496468393	-4.6979888395974E-06
1424.70703125	47.217647556361	-0.0576286272169737	-13.2229051664656	-4.50712922801766E-06
1424.716796875	47.2155506882861	-0.0599971487238184	-13.5301171023203	-9.22592857753579E-06
1424.7265625	47.2140378013852	-0.0589605407853787	-13.7986894912598	-8.14282982249519E-06
1424.736328125	47.2119853295398	-0.0559838056072583	-13.3860802832856	-7.59762534600425E-06
1424.74609375	47.2158307260421	-0.0530247695570288	-13.1853460328549	-1.64780203480347E-06
1424.755859375	47.2161790656897	-0.0544998036029746	-13.1098637591979	-3.45327853801433E-06
1424.765625	47.2156224052724	-0.0578779357917532	-13.2927194906379	-6.84431241341114E-06
1424.775390625	47.215362858084	-0.0587725171501361	-13.3959263935967	-7.31227362125287E-06
1424.78515625	47.2114389144063	-0.0579084448593895	-13.1887835197166	-1.00679228383765E-05
1424.794921875	47.2112886502446	-0.0559095973361635	-13.3300865976651	-5.41924230774599E-06
1424.8046875	47.2124736880654	-0.057421667149064	-13.5552989620283	-6.82931324789697E-06
1424.814453125	47.2149018203151	-0.0576702420121164	-13.6460863874398	-7.23859257748442E-06
1424.82421875	47.2166264430803	-0.0585536509419268	-13.6848092865534	-9.07931563702503E-06
1424.833984375	47.2136587258863	-0.0580379049585921	-13.2981458242566	-1.04382040019376E-05
1424.84375	47.2121082729449	-0.0564168489387298	-13.0327650859484	-5.61366302524156E-06
1424.853515625	47.2095401218173	-0.0548055979755849	-13.1689203743333	-5.69409422499973E-06
1424.86328125	47.2125863861867	-0.0551126663385578	-13.2442675963272	-5.87482944181858E-06
1424.873046875	47.213324046617	-0.0568767327792019	-13.430319198763	-6.02556688709157E-06
1424.8828125	47.2133821032249	-0.0577349086957049	-13.5408452688059	-5.69278223860968E-06
1424.892578125	47.2136484806025	-0.0579339046563216	-13.6791413370687	-7.36045737045691E-06
1424.90234375	47.2110803294749	-0.0570726938413108	-13.4431079582016	-7.67468118802632E-06
1424.912109375	47.2133889334141	-0.055393384445366	-13.0815134608632	-7.43938803823294E-06
1424.921875	47.2133172164278	-0.0531312978297046	-13.1797340031994	-3.54139618767426E-06
1424.931640625	47.2165718015669	-0.0545579402521915	-13.433436993016	-3.84099653220751E-06
1424.94140625	47.2140241410068	-0.0567213459756044	-13.587715581531	-3.98310983496052E-06
1424.951171875	47.2120536314315	-0.0579862049622543	-13.5428594377497	-7.61674845679817E-06
1424.9609375	47.2115311219601	-0.0572310555124566	-13.354738801632	-6.59458237798504E-06
1424.970703125	47.2116540653651	-0.0562222085577297	-13.5545466820614	-4.64211836075036E-06
1424.98046875	47.2142153863036	-0.055549508295744	-13.6010667045353	-4.53187709581471E-06
1424.990234375	47.2154311599757	-0.0553217008096233	-13.6278206500088	-5.48879828726975E-06
1425	47.2140821976148	-0.0567506477539441	-13.5899523747007	-7.55844087231572E-06
1425.009765625	47.2142222164927	-0.0564281347591147	-13.3760643033046	-4.15597061576799E-06
1425.01953125	47.2111588766504	-0.0542179715883625	-13.1190842004762	-4.26133710995035E-06
1425.029296875	47.2150725750443	-0.0548969050649756	-13.0806904897913	-3.33572567643122E-06
1425.0390625	47.2141675749794	-0.0572306486359534	-13.3101738629993	-6.87018512071231E-06
1425.048828125	47.2147037448292	-0.0590237066949798	-13.9342307166141	-8.32056565379719E-06
1425.05859375	47.2119067823644	-0.0596809589900557	-14.0930398663888	-7.68818038104082E-06
1425.068359375	47.2101719143154	-0.0578795699678727	-13.8170955558094	-8.02059073575088E-06
1425.078125	47.2105339143414	-0.0562338745741914	-13.4340605518666	-5.31537494683959E-06
1425.087890625	47.2109368955024	-0.0545368193596094	-13.1396679730929	-3.539146508666E-06
1425.09765625	47.2145432353837	-0.0541559696123648	-13.2943443309592	-3.54589582543202E-06
1425.107421875	47.212617122038	-0.0537582845160354	-13.4729343290101	-2.13938655067934E-06
1425.1171875	47.2112647445825	-0.0539841510011324	-13.3654901801222	-4.31214539141695E-06
1425.126953125	47.2096152538982	-0.0548085728431332	-13.3457420396707	-4.13909718398233E-06
1425.13671875	47.2096938010736	-0.0579119133148269	-13.333239209925	-6.42678407429925E-06
1425.146484375	47.214170990074	-0.0606795473208157	-13.5855832423819	-8.191388984436E-06
1425.15625	47.2131806126444	-0.0597513019343697	-13.8366105211238	-9.17549514932349E-06
1425.166015625	47.2103051030042	-0.0567569710150109	-13.7977662865317	-6.17649231847417E-06
1425.17578125	47.2095435369119	-0.05529360632058	-13.4465391145166	-3.33422598367279E-06
1425.185546875	47.2075354612962	-0.0555621147972378	-13.0170621648425	-4.27408603697378E-06
1425.1953125	47.2082184802131	-0.0555922236584774	-13.0330077569055	-3.86030734936981E-06
1425.205078125	47.2084336311719	-0.0544094136532429	-13.4104803204754	-4.35226699824122E-06
1425.21484375	47.2108685936107	-0.0561859965489415	-13.4148061940583	-7.71836501973137E-06
1425.224609375	47.2116267446085	-0.0569048939693113	-13.5993574569245	-8.14432979499486E-06
1425.234375	47.2090756689538	-0.0580974756807302	-13.7847696741429	-6.57114733580175E-06
1425.244140625	47.2084336311719	-0.056835291406831	-13.7144773936942	-8.20451220523127E-06
1425.25390625	47.207388612229	-0.0559316587137776	-13.5441740812825	-6.1545561298256E-06
1425.263671875	47.2109198200295	-0.0563475798815801	-13.3792432928424	-6.09418629296204E-06
1425.2734375	47.2113774427038	-0.0562722343573082	-13.5579314143672	-5.66409645345386E-06
1425.283203125	47.2121663295528	-0.0589005965372704	-13.4613810812704	-9.53359134419004E-06
1425.29296875	47.2099909143025	-0.0596587675453626	-13.0395567074736	-9.79569433442034E-06
1425.302734375	47.2058996309902	-0.0566134503310734	-13.2046109415744	-7.45363693775604E-06
1425.3125	47.2099396878837	-0.0545486888143228	-13.6187067729335	-3.20411134195215E-06
1425.322265625	47.2104075558418	-0.0552583548071437	-13.7306498303476	-5.56510498226569E-06
